Match_Number,Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
4,2,7,4,Anrich Nortje,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,87,0
4,2,7,5,Anrich Nortje,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,88,0
4,2,7,6,Anrich Nortje,Vaibhav Sooryavanshi,Yashasvi Jaiswal,2,0,,,,,90,0
4,2,8,1,Kuldeep Yadav,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,91,0
4,2,8,2,Kuldeep Yadav,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,1,bye,,,,92,0
4,2,8,3,Kuldeep Yadav,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,93,0
4,2,8,4,Kuldeep Yadav,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,93,0
4,2,8,5,Kuldeep Yadav,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,93,0
4,2,8,6,Kuldeep Yadav,Yashasvi Jaiswal,Vaibhav Sooryavanshi,4,0,,,,,97,0
4,2,9,1,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,97,0
4,2,9,2,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,4,0,,,,,101,0
4,2,9,3,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,101,0
4,2,9,4,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,101,0
4,2,9,5,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,102,0
4,2,9,6,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,4,0,,,,,106,0
4,2,10,1,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,106,0
4,2,10,2,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,3,0,,,,,109,0
4,2,10,3,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,110,0
4,2,10,4,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,111,0
4,2,10,5,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,111,0
4,2,10,6,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,111,0
4,2,11,1,Anrich Nortje,Vaibhav Sooryavanshi,Yashasvi Jaiswal,6,0,,,,,117,0
4,2,11,2,Anrich Nortje,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,117,0
4,2,11,3,Anrich Nortje,Vaibhav Sooryavanshi,Yashasvi Jaiswal,3,0,,,,,120,0
4,2,11,4,Anrich Nortje,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,120,0
4,2,11,5,Anrich Nortje,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,120,0
4,2,11,6,Anrich Nortje,Yashasvi Jaiswal,Vaibhav Sooryavanshi,0,0,,,,,120,0
4,2,12,1,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,4,0,,,,,124,0
4,2,12,2,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,2,0,,,,,126,0
4,2,12,3,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,126,0
4,2,12,4,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,4,0,,,,,130,0
4,2,12,5,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,130,0
4,2,12,6,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,130,0
4,2,13,1,Khaleel Ahmed,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,131,0
4,2,13,2,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,131,0
4,2,13,3,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,131,0
4,2,13,4,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,131,0
4,2,13,5,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,131,0
4,2,13,6,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,132,0
4,2,14,1,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,132,0
4,2,14,2,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,133,0
4,2,14,3,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,4,0,,,,,137,0
4,2,14,4,Axar Patel,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,138,0
4,2,14,5,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,138,0
4,2,14,6,Axar Patel,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,138,0
4,2,15,1,Khaleel Ahmed,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,139,0
4,2,15,2,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,6,0,,,,,145,0
4,2,15,3,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,1,0,,,,,146,0
4,2,15,4,Khaleel Ahmed,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,147,0
4,2,15,5,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,147,0
4,2,15,6,Khaleel Ahmed,Vaibhav Sooryavanshi,Yashasvi Jaiswal,4,0,,,,,151,0
5,1,0,1,Bhuvneshwar Kumar,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,1,0
5,1,0,2,Bhuvneshwar Kumar,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,1,0
5,1,0,3,Bhuvneshwar Kumar,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,2,0
5,1,0,4,Bhuvneshwar Kumar,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,2,0
5,1,0,5,Bhuvneshwar Kumar,Ruturaj Gaikwad,Rachin Ravindra,6,0,,,,,8,0
5,1,0,6,Bhuvneshwar Kumar,Ruturaj Gaikwad,Rachin Ravindra,4,0,,,,,12,0
5,1,1,1,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,12,0
5,1,1,2,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,12,0
5,1,1,3,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,12,0
5,1,1,4,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,4,0,,,,,16,0
5,1,1,5,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,16,0
5,1,1,6,Venkatesh Iyer,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,16,0
5,1,2,1,Krunal Pandya,Ruturaj Gaikwad,Rachin Ravindra,3,0,,,,,19,0
5,1,2,2,Krunal Pandya,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,20,0
5,1,2,3,Krunal Pandya,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
5,1,2,4,Krunal Pandya,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
5,1,2,5,Krunal Pandya,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
5,1,2,6,Krunal Pandya,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
5,1,3,1,Rasikh Salam,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,20,0
5,1,3,2,Rasikh Salam,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,21,0
5,1,3,3,Rasikh Salam,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,21,0
5,1,3,4,Rasikh Salam,Ruturaj Gaikwad,Rachin Ravindra,0,0,,stumped,Ruturaj Gaikwad,Krunal Pandya,21,1
5,1,3,5,Rasikh Salam,Shivam Dube,Rachin Ravindra,3,0,,,,,24,1
5,1,3,6,Rasikh Salam,Rachin Ravindra,Shivam Dube,2,0,,,,,26,1
5,1,4,1,Bhuvneshwar Kumar,Shivam Dube,Rachin Ravindra,1,0,,,,,27,1
5,1,4,2,Bhuvneshwar Kumar,Rachin Ravindra,Shivam Dube,2,0,,,,,29,1
5,1,4,3,Bhuvneshwar Kumar,Rachin Ravindra,Shivam Dube,1,0,,,,,30,1
5,1,4,4,Bhuvneshwar Kumar,Shivam Dube,Rachin Ravindra,0,0,,,,,30,1
5,1,4,5,Bhuvneshwar Kumar,Shivam Dube,Rachin Ravindra,4,0,,,,,34,1
5,1,4,6,Bhuvneshwar Kumar,Shivam Dube,Rachin Ravindra,3,0,,,,,37,1
5,1,5,1,Rasikh Salam,Shivam Dube,Rachin Ravindra,0,0,,stumped,Shivam Dube,Dinesh Karthik,37,2
5,1,5,2,Rasikh Salam,Ravindra Jadeja,Rachin Ravindra,0,0,,,,,37,2
5,1,5,3,Rasikh Salam,Ravindra Jadeja,Rachin Ravindra,0,0,,,,,37,2
5,1,5,4,Rasikh Salam,Ravindra Jadeja,Rachin Ravindra,0,0,,,,,37,2
5,1,5,5,Rasikh Salam,Ravindra Jadeja,Rachin Ravindra,2,0,,,,,39,2
5,1,5,6,Rasikh Salam,Ravindra Jadeja,Rachin Ravindra,6,0,,,,,45,2
5,1,6,1,Bhuvneshwar Kumar,Rachin Ravindra,Ravindra Jadeja,2,0,,,,,47,2
5,1,6,2,Bhuvneshwar Kumar,Rachin Ravindra,Ravindra Jadeja,3,0,,,,,50,2
5,1,6,3,Bhuvneshwar Kumar,Ravindra Jadeja,Rachin Ravindra,0,0,,,,,50,2
5,1,6,4,Bhuvneshwar Kumar,Ravindra Jadeja,Rachin Ravindra,0,0,,lbw,Ravindra Jadeja,Jitesh Sharma,50,3
5,1,6,5,Bhuvneshwar Kumar,MS Dhoni,Rachin Ravindra,1,0,,,,,51,3
5,1,6,6,Bhuvneshwar Kumar,Rachin Ravindra,MS Dhoni,1,0,,,,,52,3
5,1,7,1,Josh Hazlewood,Rachin Ravindra,MS Dhoni,2,0,,,,,54,3
5,1,7,2,Josh Hazlewood,Rachin Ravindra,MS Dhoni,3,0,,,,,57,3
5,1,7,3,Josh Hazlewood,MS Dhoni,Rachin Ravindra,0,0,,run out,MS Dhoni,Tim David,57,4
5,1,7,4,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,1,0,,,,,58,4
5,1,7,5,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,0,1,noball,,,,59,4
5,1,7,5,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,4,0,,,,,63,4
5,1,7,6,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,6,0,,,,,69,4
5,1,8,1,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,0,0,,,,,69,4
5,1,8,2,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,2,0,,,,,71,4
5,1,8,3,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,0,1,wide,,,,72,4
5,1,8,3,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,1,0,,,,,73,4
5,1,8,4,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,2,0,,,,,75,4
5,1,8,5,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,4,0,,,,,79,4
5,1,8,6,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,1,0,,,,,80,4
5,1,9,1,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,1,0,,,,,81,4
5,1,9,2,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,3,0,,,,,84,4
5,1,9,3,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,4,0,,,,,88,4
5,1,9,4,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,4,0,,,,,92,4
5,1,9,5,Josh Hazlewood,Rachin Ravindra,Sameer Rizvi,1,0,,,,,93,4
5,1,9,6,Josh Hazlewood,Sameer Rizvi,Rachin Ravindra,2,0,,,,,95,4
5,1,10,1,Krunal Pandya,Rachin Ravindra,Sameer Rizvi,1,0,,,,,96,4
5,1,10,2,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,0,,,,,96,4
5,1,10,3,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,1,0,,,,,97,4
5,1,10,4,Krunal Pandya,Rachin Ravindra,Sameer Rizvi,4,0,,,,,101,4
5,1,10,5,Krunal Pandya,Rachin Ravindra,Sameer Rizvi,3,0,,,,,104,4
5,1,10,6,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,1,0,,,,,105,4
5,1,11,1,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,0,,,,,105,4
5,1,11,2,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,0,,,,,105,4
5,1,11,3,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,0,,,,,105,4
5,1,11,4,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,1,wide,,,,106,4
5,1,11,4,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,4,0,,,,,110,4
5,1,11,5,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,4,0,,,,,114,4
5,1,11,6,Krunal Pandya,Sameer Rizvi,Rachin Ravindra,0,0,,,,,114,4
5,1,12,1,Bhuvneshwar Kumar,Rachin Ravindra,Sameer Rizvi,0,0,,,,,114,4
5,1,12,2,Bhuvneshwar Kumar,Rachin Ravindra,Sameer Rizvi,0,0,,bowled,Rachin Ravindra,Jitesh Sharma,114,5
5,1,12,3,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,4,0,,,,,118,5
5,1,12,4,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,4,0,,,,,122,5
5,1,12,5,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,0,0,,,,,122,5
5,1,12,6,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,4,0,,,,,126,5
5,1,13,1,Bhuvneshwar Kumar,Sameer Rizvi,Moeen Ali,6,0,,,,,132,5
5,1,13,2,Bhuvneshwar Kumar,Sameer Rizvi,Moeen Ali,0,0,,,,,132,5
5,1,13,3,Bhuvneshwar Kumar,Sameer Rizvi,Moeen Ali,6,0,,,,,138,5
5,1,13,4,Bhuvneshwar Kumar,Sameer Rizvi,Moeen Ali,1,0,,,,,139,5
5,1,13,5,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,2,0,,,,,141,5
5,1,13,6,Bhuvneshwar Kumar,Moeen Ali,Sameer Rizvi,0,1,legbye,,,,142,5
5,1,14,1,Josh Hazlewood,Sameer Rizvi,Moeen Ali,0,0,,,,,142,5
5,1,14,2,Josh Hazlewood,Sameer Rizvi,Moeen Ali,0,0,,,,,142,5
5,1,14,3,Josh Hazlewood,Sameer Rizvi,Moeen Ali,4,0,,,,,146,5
5,1,14,4,Josh Hazlewood,Sameer Rizvi,Moeen Ali,0,1,legbye,,,,147,5
5,1,14,5,Josh Hazlewood,Sameer Rizvi,Moeen Ali,2,0,,,,,149,5
5,1,14,6,Josh Hazlewood,Sameer Rizvi,Moeen Ali,3,0,,,,,152,5
5,1,15,1,Josh Hazlewood,Sameer Rizvi,Moeen Ali,1,0,,,,,153,5
5,1,15,2,Josh Hazlewood,Moeen Ali,Sameer Rizvi,2,0,,,,,155,5
5,1,15,3,Josh Hazlewood,Moeen Ali,Sameer Rizvi,0,0,,,,,155,5
5,1,15,4,Josh Hazlewood,Moeen Ali,Sameer Rizvi,1,0,,,,,156,5
5,1,15,5,Josh Hazlewood,Sameer Rizvi,Moeen Ali,6,0,,,,,162,5
5,1,15,6,Josh Hazlewood,Sameer Rizvi,Moeen Ali,0,0,,,,,162,5
5,1,16,1,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,162,5
5,1,16,2,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,4,0,,,,,166,5
5,1,16,3,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,166,5
5,1,16,4,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,166,5
5,1,16,5,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,166,5
5,1,16,6,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,6,0,,,,,172,5
5,1,17,1,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,1,0,,,,,173,5
5,1,17,2,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,6,0,,,,,179,5
5,1,17,3,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,3,0,,,,,182,5
5,1,17,4,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,0,0,,,,,182,5
5,1,17,5,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,2,0,,,,,184,5
5,1,17,6,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,2,0,,,,,186,5
5,1,18,1,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,186,5
5,1,18,2,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,0,0,,,,,186,5
5,1,18,3,Venkatesh Iyer,Moeen Ali,Sameer Rizvi,1,0,,,,,187,5
5,1,18,4,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,0,1,bye,,,,188,5
5,1,18,5,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,0,0,,,,,188,5
5,1,18,6,Venkatesh Iyer,Sameer Rizvi,Moeen Ali,3,0,,,,,191,5
5,1,19,1,Rasikh Salam,Sameer Rizvi,Moeen Ali,0,0,,,,,191,5
5,1,19,2,Rasikh Salam,Sameer Rizvi,Moeen Ali,0,0,,,,,191,5
5,1,19,3,Rasikh Salam,Sameer Rizvi,Moeen Ali,1,0,,,,,192,5
5,1,19,4,Rasikh Salam,Moeen Ali,Sameer Rizvi,0,0,,,,,192,5
5,1,19,5,Rasikh Salam,Moeen Ali,Sameer Rizvi,0,0,,stumped,Moeen Ali,Virat Kohli,192,6
5,1,19,6,Rasikh Salam,Mitchell Santner,Sameer Rizvi,0,0,,,,,192,6
5,2,0,1,Mitchell Santner,Virat Kohli,Venkatesh Iyer,3,0,,,,,3,0
5,2,0,2,Mitchell Santner,Venkatesh Iyer,Virat Kohli,0,0,,,,,3,0
5,2,0,3,Mitchell Santner,Venkatesh Iyer,Virat Kohli,1,0,,,,,4,0
5,2,0,4,Mitchell Santner,Virat Kohli,Venkatesh Iyer,1,0,,,,,5,0
5,2,0,5,Mitchell Santner,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
5,2,0,6,Mitchell Santner,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
5,2,1,1,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,2,0,,,,,7,0
5,2,1,2,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,0,,,,,7,0
5,2,1,3,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,1,0,,,,,8,0
5,2,1,4,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,4,0,,,,,12,0
5,2,1,5,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,0,0,,,,,12,0
5,2,1,6,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,0,0,,,,,12,0
5,2,2,1,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,0,0,,,,,12,0
5,2,2,2,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,4,0,,,,,16,0
5,2,2,3,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,2,0,,,,,18,0
5,2,2,4,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,0,0,,,,,18,0
5,2,2,5,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,0,0,,,,,18,0
5,2,2,6,Tushar Deshpande,Virat Kohli,Venkatesh Iyer,1,0,,,,,19,0
5,2,3,1,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,19,0
5,2,3,2,Mitchell Santner,Virat Kohli,Venkatesh Iyer,4,0,,,,,23,0
5,2,3,3,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,23,0
5,2,3,4,Mitchell Santner,Virat Kohli,Venkatesh Iyer,4,0,,,,,27,0
5,2,3,5,Mitchell Santner,Virat Kohli,Venkatesh Iyer,1,0,,,,,28,0
5,2,3,6,Mitchell Santner,Venkatesh Iyer,Virat Kohli,0,0,,,,,28,0
5,2,4,1,Mitchell Santner,Virat Kohli,Venkatesh Iyer,6,0,,,,,34,0
5,2,4,2,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,34,0
5,2,4,3,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,34,0
5,2,4,4,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,34,0
5,2,4,5,Mitchell Santner,Virat Kohli,Venkatesh Iyer,2,0,,,,,36,0
5,2,4,6,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,,,,36,0
5,2,5,1,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,6,0,,,,,42,0
5,2,5,2,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,0,0,,,,,42,0
5,2,5,3,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,0,0,,,,,42,0
5,2,5,4,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,1,0,,,,,43,0
5,2,5,5,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,1,legbye,,,,44,0
5,2,5,6,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,0,,,,,44,0
5,2,6,1,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,3,0,,,,,47,0
5,2,6,2,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,0,,,,,47,0
5,2,6,3,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,0,,,,,47,0
5,2,6,4,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,1,wide,,,,48,0
5,2,6,4,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,2,0,,,,,50,0
5,2,6,5,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,1,0,,,,,51,0
5,2,6,6,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,4,0,,,,,55,0
5,2,7,1,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,4,0,,,,,59,0
5,2,7,2,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,3,0,,,,,62,0
5,2,7,3,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,1,0,,,,,63,0
5,2,7,4,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,0,0,,,,,63,0
5,2,7,5,Ravindra Jadeja,Virat Kohli,Venkatesh Iyer,1,0,,,,,64,0
5,2,7,6,Ravindra Jadeja,Venkatesh Iyer,Virat Kohli,2,0,,,,,66,0
5,2,8,1,Mitchell Santner,Virat Kohli,Venkatesh Iyer,2,0,,,,,68,0
5,2,8,2,Mitchell Santner,Virat Kohli,Venkatesh Iyer,4,0,,,,,72,0
5,2,8,3,Mitchell Santner,Virat Kohli,Venkatesh Iyer,0,0,,lbw,Virat Kohli,Rachin Ravindra,72,1
5,2,8,4,Mitchell Santner,Devdutt Padikkal,Venkatesh Iyer,6,0,,,,,78,1
5,2,8,5,Mitchell Santner,Devdutt Padikkal,Venkatesh Iyer,0,0,,,,,78,1
5,2,8,6,Mitchell Santner,Devdutt Padikkal,Venkatesh Iyer,0,0,,,,,78,1
5,2,9,1,Ravindra Jadeja,Venkatesh Iyer,Devdutt Padikkal,0,0,,stumped,Venkatesh Iyer,Ravindra Jadeja,78,2
5,2,9,2,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,6,0,,,,,84,2
5,2,9,3,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,0,0,,,,,84,2
5,2,9,4,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,0,0,,,,,84,2
5,2,9,5,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,2,0,,,,,86,2
5,2,9,6,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,0,0,,,,,86,2
5,2,10,1,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,2,0,,,,,88,2
5,2,10,2,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,4,0,,,,,92,2
5,2,10,3,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,2,0,,,,,94,2
5,2,10,4,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,0,0,,,,,94,2
5,2,10,5,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,1,0,,,,,95,2
5,2,10,6,Deepak Chahar,Rajat Patidar,Devdutt Padikkal,4,0,,,,,99,2
5,2,11,1,Shardul Thakur,Devdutt Padikkal,Rajat Patidar,2,0,,,,,101,2
5,2,11,2,Shardul Thakur,Devdutt Padikkal,Rajat Patidar,1,0,,,,,102,2
5,2,11,3,Shardul Thakur,Rajat Patidar,Devdutt Padikkal,0,0,,,,,102,2
5,2,11,4,Shardul Thakur,Rajat Patidar,Devdutt Padikkal,0,0,,,,,102,2
5,2,11,5,Shardul Thakur,Rajat Patidar,Devdutt Padikkal,2,0,,,,,104,2
5,2,11,6,Shardul Thakur,Rajat Patidar,Devdutt Padikkal,0,0,,caught,Rajat Patidar,Mitchell Santner,104,3
5,2,12,1,Matheesha Pathirana,Devdutt Padikkal,Krunal Pandya,0,0,,,,,104,3
5,2,12,2,Matheesha Pathirana,Devdutt Padikkal,Krunal Pandya,3,0,,,,,107,3
5,2,12,3,Matheesha Pathirana,Krunal Pandya,Devdutt Padikkal,4,0,,,,,111,3
5,2,12,4,Matheesha Pathirana,Krunal Pandya,Devdutt Padikkal,0,0,,,,,111,3
5,2,12,5,Matheesha Pathirana,Krunal Pandya,Devdutt Padikkal,6,0,,,,,117,3
5,2,12,6,Matheesha Pathirana,Krunal Pandya,Devdutt Padikkal,3,0,,,,,120,3
5,2,13,1,Shardul Thakur,Krunal Pandya,Devdutt Padikkal,0,0,,lbw,Krunal Pandya,MS Dhoni,120,4
5,2,13,2,Shardul Thakur,Tim David,Devdutt Padikkal,0,0,,,,,120,4
5,2,13,3,Shardul Thakur,Tim David,Devdutt Padikkal,2,0,,,,,122,4
5,2,13,4,Shardul Thakur,Tim David,Devdutt Padikkal,2,0,,,,,124,4
5,2,13,5,Shardul Thakur,Tim David,Devdutt Padikkal,0,0,,,,,124,4
5,2,13,6,Shardul Thakur,Tim David,Devdutt Padikkal,0,1,noball,,,,125,4
5,2,13,6,Shardul Thakur,Tim David,Devdutt Padikkal,4,0,,,,,129,4
5,2,14,1,Deepak Chahar,Devdutt Padikkal,Tim David,4,0,,,,,133,4
5,2,14,2,Deepak Chahar,Devdutt Padikkal,Tim David,3,0,,,,,136,4
5,2,14,3,Deepak Chahar,Tim David,Devdutt Padikkal,0,0,,run out,Tim David,Mitchell Santner,136,5
5,2,14,4,Deepak Chahar,Jitesh Sharma,Devdutt Padikkal,4,0,,,,,140,5
5,2,14,5,Deepak Chahar,Jitesh Sharma,Devdutt Padikkal,2,0,,,,,142,5
5,2,14,6,Deepak Chahar,Jitesh Sharma,Devdutt Padikkal,6,0,,,,,148,5
5,2,15,1,Mitchell Santner,Devdutt Padikkal,Jitesh Sharma,1,0,,,,,149,5
